User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Netflix User Age Range
623,Standard,13,30-08-22,28-06-23,United States,29,Female,Smart TV,1 Month,25-34
624,Standard,10,2/9/22,30-06-23,Canada,42,Male,Smartphone,1 Month,35-44
625,Basic,15,20-09-22,28-06-23,United States,33,Male,Tablet,1 Month,25-34
626,Premium,10,23-09-22,30-06-23,United States,30,Male,Laptop,1 Month,25-34
627,Basic,11,29-09-22,29-06-23,Canada,43,Female,Smart TV,1 Month,35-44
628,Standard,10,9/10/22,1/7/23,United Kingdom,42,Male,Smartphone,1 Month,35-44
629,Premium,11,12/10/22,29-06-23,Australia,39,Male,Tablet,1 Month,35-44
630,Basic,15,6/10/22,30-06-23,Germany,32,Female,Smart TV,1 Month,25-34
631,Premium,14,21-09-22,28-06-23,France,31,Male,Smartphone,1 Month,25-34
632,Basic,13,23-09-22,1/7/23,Brazil,39,Male,Smartphone,1 Month,35-44
633,Standard,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone,1 Month,35-44
634,Standard,12,29-09-22,29-06-23,Spain,51,Female,Smart TV,1 Month,45+
635,Basic,13,3/10/22,27-06-23,Italy,29,Male,Laptop,1 Month,25-34
636,Premium,10,28-10-22,1/7/23,Spain,33,Female,Smart TV,1 Month,25-34
637,Basic,12,14-11-22,29-06-23,Spain,51,Female,Tablet,1 Month,45+
638,Standard,11,16-11-22,1/7/23,United States,38,Male,Tablet,1 Month,35-44
639,Premium,10,17-11-22,28-06-23,Canada,37,Female,Laptop,1 Month,35-44
640,Basic,13,20-11-22,30-06-23,United States,50,Female,Laptop,1 Month,45+
641,Premium,12,21-11-22,29-06-23,United States,33,Male,Tablet,1 Month,25-34
642,Basic,11,19-11-22,1/7/23,Canada,27,Male,Laptop,1 Month,25-34
643,Standard,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,1 Month,45+
644,Standard,15,27-10-22,29-06-23,Australia,47,Female,Laptop,1 Month,45+
645,Basic,13,27-10-22,29-06-23,Germany,41,Male,Laptop,1 Month,35-44
646,Premium,10,27-10-22,30-06-23,France,49,Female,Laptop,1 Month,45+
647,Basic,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV,1 Month,25-34
648,Standard,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone,1 Month,35-44
649,Premium,14,20-08-22,29-06-23,Spain,38,Female,Smartphone,1 Month,35-44
650,Basic,15,16-08-22,29-06-23,Italy,28,Female,Smart TV,1 Month,25-34
651,Premium,13,15-08-22,29-06-23,Spain,31,Male,Tablet,1 Month,25-34
652,Basic,14,15-08-22,29-06-23,Spain,39,Female,Smartphone,1 Month,35-44
653,Standard,11,29-07-22,29-06-23,United States,28,Female,Smartphone,1 Month,25-34
654,Standard,12,17-07-22,28-06-23,Canada,30,Female,Smartphone,1 Month,25-34
655,Basic,11,26-07-22,29-06-23,United States,42,Male,Tablet,1 Month,35-44
656,Premium,14,31-07-22,29-06-23,United States,33,Female,Laptop,1 Month,25-34
657,Basic,14,3/8/22,29-06-23,Canada,34,Female,Smart TV,1 Month,25-34
658,Standard,13,4/8/22,29-06-23,United Kingdom,49,Female,Smart TV,1 Month,45+
659,Premium,13,3/8/22,29-06-23,Australia,41,Male,Laptop,1 Month,35-44
660,Basic,12,27-06-22,29-06-23,Germany,28,Male,Smart TV,1 Month,25-34
661,Premium,14,27-06-22,28-06-23,France,49,Female,Laptop,1 Month,45+
662,Basic,15,15-06-22,29-06-23,Brazil,49,Male,Tablet,1 Month,45+
663,Standard,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,1 Month,35-44
664,Standard,11,12/6/22,30-06-23,Spain,31,Male,Smart TV,1 Month,25-34
665,Basic,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,1 Month,35-44
666,Premium,15,26-06-22,29-06-23,Spain,34,Female,Tablet,1 Month,25-34
667,Basic,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,1 Month,45+
668,Standard,13,3/7/22,30-06-23,United States,49,Male,Smart TV,1 Month,45+
669,Premium,13,19-06-22,28-06-23,Canada,27,Female,Tablet,1 Month,25-34
670,Basic,10,8/6/22,29-06-23,United States,38,Male,Smart TV,1 Month,35-44
671,Basic,10,8/6/22,30-06-23,United States,51,Male,Tablet,1 Month,45+
672,Basic,14,9/6/22,30-06-23,Canada,47,Female,Tablet,1 Month,45+
673,Standard,15,9/6/22,27-06-23,United Kingdom,37,Male,Smartphone,1 Month,35-44
674,Premium,13,10/6/22,28-06-23,Australia,37,Female,Laptop,1 Month,35-44
675,Basic,11,11/6/22,29-06-23,Germany,39,Female,Tablet,1 Month,35-44
676,Basic,11,13-06-22,29-06-23,France,31,Male,Smartphone,1 Month,25-34
677,Premium,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,1 Month,35-44
678,Standard,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,1 Month,35-44
679,Standard,11,5/7/22,29-06-23,Spain,49,Male,Laptop,1 Month,45+
680,Basic,15,7/7/22,29-06-23,Italy,44,Female,Laptop,1 Month,35-44
681,Premium,11,16-07-22,28-06-23,Spain,33,Male,Laptop,1 Month,25-34
682,Standard,11,23-07-22,27-06-23,Spain,42,Male,Tablet,1 Month,35-44
683,Basic,13,3/8/22,29-06-23,United States,39,Male,Smartphone,1 Month,35-44
684,Standard,10,11/8/22,29-06-23,Canada,49,Male,Smartphone,1 Month,45+
685,Premium,12,15-08-22,30-06-23,United States,31,Male,Smartphone,1 Month,25-34
686,Basic,14,18-08-22,28-06-23,United States,37,Male,Tablet,1 Month,35-44
687,Premium,13,26-08-22,29-06-23,Canada,30,Female,Tablet,1 Month,25-34
688,Standard,10,3/9/22,28-06-23,United Kingdom,42,Male,Smartphone,1 Month,35-44
689,Basic,15,4/9/22,29-06-23,Australia,37,Female,Smart TV,1 Month,35-44
690,Standard,15,5/9/22,30-06-23,Germany,36,Male,Laptop,1 Month,35-44
691,Premium,11,1/9/22,29-06-23,France,28,Female,Laptop,1 Month,25-34
692,Basic,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,1 Month,35-44
693,Standard,14,1/9/22,29-06-23,Mexico,31,Female,Tablet,1 Month,25-34
694,Premium,14,17-09-22,1/7/23,Spain,46,Male,Smart TV,1 Month,45+
695,Basic,13,21-09-22,28-06-23,Italy,28,Male,Laptop,1 Month,25-34
696,Premium,15,29-09-22,1/7/23,Spain,31,Male,Tablet,1 Month,25-34
697,Basic,12,6/10/22,29-06-23,Spain,43,Male,Smart TV,1 Month,35-44
698,Standard,10,12/10/22,2/7/23,United States,28,Male,Laptop,1 Month,25-34
699,Standard,13,7/10/22,30-06-23,Canada,32,Female,Smartphone,1 Month,25-34
700,Basic,12,4/10/22,30-06-23,United States,31,Female,Laptop,1 Month,25-34
701,Premium,11,24-09-22,28-06-23,United States,45,Male,Smart TV,1 Month,35-44
702,Basic,14,25-09-22,1/7/23,Canada,36,Male,Smartphone,1 Month,35-44
703,Standard,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,1 Month,25-34
704,Premium,13,30-09-22,1/7/23,Australia,27,Female,Tablet,1 Month,25-34
705,Basic,13,4/10/22,28-06-23,Germany,32,Male,Laptop,1 Month,25-34
706,Premium,12,24-10-22,1/7/23,France,46,Female,Smartphone,1 Month,45+
707,Basic,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,1 Month,35-44
708,Standard,13,2/11/22,1/7/23,Mexico,39,Male,Laptop,1 Month,35-44
709,Standard,12,7/11/22,28-06-23,Spain,48,Female,Smart TV,1 Month,45+
710,Basic,10,10/11/22,30-06-23,Italy,48,Female,Smart TV,1 Month,45+
711,Premium,14,15-11-22,29-06-23,Spain,27,Female,Laptop,1 Month,25-34
712,Basic,13,8/11/22,1/7/23,Spain,45,Male,Tablet,1 Month,35-44
713,Standard,10,1/11/22,27-06-23,United States,30,Male,Laptop,1 Month,25-34
714,Premium,15,30-10-22,29-06-23,Canada,29,Male,Tablet,1 Month,25-34
715,Basic,12,28-10-22,29-06-23,United States,43,Female,Laptop,1 Month,35-44
716,Premium,10,26-10-22,30-06-23,United States,43,Male,Laptop,1 Month,35-44
717,Basic,15,18-10-22,29-06-23,Canada,39,Female,Tablet,1 Month,35-44
718,Standard,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,1 Month,25-34
719,Standard,10,3/9/22,29-06-23,Australia,33,Female,Tablet,1 Month,25-34
720,Basic,10,23-08-22,29-06-23,Germany,32,Female,Tablet,1 Month,25-34
721,Premium,10,16-08-22,29-06-23,France,37,Female,Tablet,1 Month,35-44
722,Basic,13,11/8/22,30-06-23,Brazil,45,Male,Smartphone,1 Month,35-44
723,Standard,10,1/8/22,30-06-23,Mexico,40,Female,Smartphone,1 Month,35-44
724,Premium,14,1/8/22,29-06-23,Spain,44,Male,Laptop,1 Month,35-44
725,Basic,12,1/8/22,29-06-23,Italy,29,Female,Tablet,1 Month,25-34
726,Premium,14,2/8/22,30-06-23,Spain,50,Male,Laptop,1 Month,45+
727,Basic,11,4/8/22,29-06-23,Spain,32,Female,Laptop,1 Month,25-34
728,Standard,14,4/8/22,29-06-23,United States,39,Male,Laptop,1 Month,35-44
729,Standard,15,7/7/22,30-06-23,Canada,43,Female,Smartphone,1 Month,35-44
730,Basic,12,27-06-22,30-06-23,United States,49,Female,Smartphone,1 Month,45+
731,Premium,13,19-06-22,29-06-23,United States,30,Male,Tablet,1 Month,25-34
732,Basic,12,19-06-22,29-06-23,Canada,47,Male,Tablet,1 Month,45+
733,Standard,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,1 Month,45+
734,Premium,14,19-06-22,30-06-23,Australia,40,Male,Tablet,1 Month,35-44
735,Basic,14,24-06-22,28-06-23,Germany,40,Male,Laptop,1 Month,35-44
736,Premium,11,30-06-22,30-06-23,France,49,Male,Smartphone,1 Month,45+
737,Basic,15,2/7/22,30-06-23,Brazil,43,Female,Tablet,1 Month,35-44
738,Standard,14,26-06-22,1/7/23,Mexico,44,Female,Smartphone,1 Month,35-44
739,Standard,13,21-06-22,28-06-23,Spain,27,Male,Smartphone,1 Month,25-34
740,Basic,14,16-06-22,29-06-23,Italy,30,Male,Tablet,1 Month,25-34
741,Premium,14,9/6/22,30-06-23,Spain,47,Male,Smart TV,1 Month,45+
742,Basic,13,10/6/22,30-06-23,Spain,51,Male,Smartphone,1 Month,45+
743,Standard,15,10/6/22,28-06-23,United States,31,Female,Laptop,1 Month,25-34
744,Premium,13,11/6/22,29-06-23,Canada,34,Female,Tablet,1 Month,25-34
745,Basic,11,12/6/22,30-06-23,United States,28,Female,Laptop,1 Month,25-34
746,Basic,15,15-06-22,30-06-23,United States,32,Male,Smartphone,1 Month,25-34
747,Basic,11,25-06-22,29-06-23,Canada,41,Male,Smart TV,1 Month,35-44
748,Standard,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,1 Month,35-44
749,Premium,12,6/7/22,30-06-23,Australia,46,Male,Smart TV,1 Month,45+
750,Basic,13,9/7/22,29-06-23,Germany,47,Male,Smart TV,1 Month,45+
751,Basic,14,18-07-22,29-06-23,France,45,Female,Laptop,1 Month,35-44
752,Premium,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone,1 Month,25-34
753,Standard,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone,1 Month,35-44
754,Standard,11,10/8/22,29-06-23,Spain,41,Male,Laptop,1 Month,35-44
755,Basic,13,16-08-22,30-06-23,Italy,32,Male,Tablet,1 Month,25-34
756,Premium,14,23-08-22,29-06-23,Spain,44,Female,Smartphone,1 Month,35-44
757,Standard,11,3/9/22,30-06-23,Spain,32,Male,Laptop,1 Month,25-34
758,Basic,12,4/9/22,29-06-23,United States,47,Male,Laptop,1 Month,45+
759,Standard,14,5/9/22,29-06-23,Canada,37,Male,Smart TV,1 Month,35-44
760,Premium,13,4/9/22,1/7/23,United States,40,Female,Smartphone,1 Month,35-44
761,Basic,11,31-08-22,29-06-23,United States,48,Female,Smart TV,1 Month,45+
762,Premium,10,1/9/22,2/7/23,Canada,48,Male,Laptop,1 Month,45+
763,Standard,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,1 Month,25-34
764,Basic,15,18-09-22,3/7/23,Australia,28,Male,Smart TV,1 Month,25-34
765,Standard,11,28-09-22,29-06-23,Germany,35,Female,Smart TV,1 Month,25-34
766,Premium,13,30-09-22,1/7/23,France,43,Male,Smartphone,1 Month,35-44
767,Basic,15,7/10/22,29-06-23,Brazil,39,Male,Laptop,1 Month,35-44
768,Standard,10,8/10/22,2/7/23,Mexico,38,Female,Laptop,1 Month,35-44
769,Premium,14,8/10/22,30-06-23,Spain,36,Female,Smart TV,1 Month,35-44
770,Basic,11,3/10/22,1/7/23,Italy,42,Female,Laptop,1 Month,35-44
771,Premium,14,4/10/22,28-06-23,Spain,27,Male,Tablet,1 Month,25-34
772,Basic,12,2/10/22,1/7/23,Spain,48,Male,Laptop,1 Month,45+
773,Standard,13,1/10/22,30-06-23,United States,27,Female,Smart TV,1 Month,25-34
774,Standard,15,3/10/22,2/7/23,Canada,49,Male,Smartphone,1 Month,45+
775,Basic,11,20-10-22,28-06-23,United States,29,Male,Tablet,1 Month,25-34
776,Premium,11,21-10-22,1/7/23,United States,44,Male,Laptop,1 Month,35-44
777,Basic,11,28-10-22,30-06-23,Canada,31,Male,Smartphone,1 Month,25-34
778,Standard,13,3/11/22,1/7/23,United Kingdom,33,Male,Tablet,1 Month,25-34
779,Premium,10,7/11/22,28-06-23,Australia,36,Female,Smart TV,1 Month,35-44
780,Basic,15,12/11/22,30-06-23,Germany,43,Female,Laptop,1 Month,35-44
781,Premium,14,13-11-22,29-06-23,France,30,Female,Smartphone,1 Month,25-34
782,Basic,13,2/11/22,1/7/23,Brazil,44,Female,Laptop,1 Month,35-44
783,Standard,13,1/11/22,29-06-23,Mexico,37,Female,Laptop,1 Month,35-44
784,Standard,14,31-10-22,30-06-23,Spain,27,Male,Laptop,1 Month,25-34
785,Basic,12,28-10-22,29-06-23,Italy,35,Female,Laptop,1 Month,25-34
786,Premium,13,24-10-22,30-06-23,Spain,32,Male,Smart TV,1 Month,25-34
787,Basic,12,3/10/22,29-06-23,Spain,49,Female,Laptop,1 Month,45+
788,Standard,12,13-09-22,30-06-23,United States,45,Female,Tablet,1 Month,35-44
789,Premium,11,2/9/22,30-06-23,Canada,33,Female,Smartphone,1 Month,25-34
790,Basic,14,30-08-22,30-06-23,United States,37,Female,Smartphone,1 Month,35-44
791,Premium,15,25-08-22,30-06-23,United States,29,Male,Smartphone,1 Month,25-34
792,Basic,12,11/8/22,30-06-23,Canada,45,Male,Smart TV,1 Month,35-44
793,Standard,11,5/8/22,30-06-23,United Kingdom,42,Female,Smartphone,1 Month,35-44
794,Standard,12,2/8/22,30-06-23,Australia,32,Female,Smart TV,1 Month,25-34
795,Basic,11,3/8/22,1/7/23,Germany,47,Male,Smartphone,1 Month,45+
796,Premium,12,4/8/22,1/7/23,France,27,Male,Smart TV,1 Month,25-34
797,Basic,10,5/8/22,30-06-23,Brazil,35,Male,Tablet,1 Month,25-34
798,Standard,15,12/7/22,30-06-23,Mexico,35,Male,Laptop,1 Month,25-34
799,Premium,10,2/7/22,30-06-23,Spain,48,Male,Tablet,1 Month,45+
800,Basic,12,26-06-22,30-06-23,Italy,36,Male,Smartphone,1 Month,35-44
801,Premium,10,22-06-22,29-06-23,Spain,46,Male,Smartphone,1 Month,45+
802,Basic,13,22-06-22,30-06-23,Spain,33,Female,Smartphone,1 Month,25-34
803,Standard,14,19-06-22,1/7/23,United States,43,Male,Smart TV,1 Month,35-44
804,Standard,14,22-06-22,2/7/23,Canada,47,Female,Smartphone,1 Month,45+
805,Basic,15,27-06-22,28-06-23,United States,39,Female,Laptop,1 Month,35-44
806,Premium,15,1/7/22,30-06-23,United States,30,Female,Laptop,1 Month,25-34
807,Basic,11,28-06-22,30-06-23,Canada,46,Male,Tablet,1 Month,45+
808,Standard,13,25-06-22,1/7/23,United Kingdom,39,Male,Smart TV,1 Month,35-44
809,Premium,10,22-06-22,28-06-23,Australia,28,Male,Smartphone,1 Month,25-34
810,Basic,13,9/6/22,29-06-23,Germany,38,Male,Smartphone,1 Month,35-44
811,Premium,13,10/6/22,30-06-23,France,36,Male,Laptop,1 Month,35-44
812,Basic,15,11/6/22,1/7/23,Brazil,33,Male,Laptop,1 Month,25-34
813,Standard,10,11/6/22,28-06-23,Mexico,50,Male,Smartphone,1 Month,45+
814,Standard,10,12/6/22,29-06-23,Spain,38,Male,Smartphone,1 Month,35-44
815,Basic,15,13-06-22,30-06-23,Italy,29,Male,Smartphone,1 Month,25-34
816,Premium,15,18-06-22,30-06-23,Spain,47,Female,Smart TV,1 Month,45+
817,Basic,15,29-06-22,30-06-23,Spain,31,Female,Tablet,1 Month,25-34
818,Standard,13,30-06-22,28-06-23,United States,40,Male,Tablet,1 Month,35-44
819,Premium,14,1/7/22,1/7/23,Canada,50,Male,Laptop,1 Month,45+
820,Basic,11,7/7/22,30-06-23,United States,43,Female,Tablet,1 Month,35-44
821,Basic,12,13-07-22,29-06-23,United States,35,Female,Laptop,1 Month,25-34
822,Basic,11,24-07-22,29-06-23,Canada,36,Male,Laptop,1 Month,35-44
823,Standard,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,1 Month,25-34
824,Premium,13,31-07-22,30-06-23,Australia,47,Female,Smartphone,1 Month,45+
825,Basic,12,9/8/22,30-06-23,Germany,30,Female,Laptop,1 Month,25-34
826,Basic,11,18-08-22,1/7/23,France,37,Male,Smart TV,1 Month,35-44
827,Premium,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone,1 Month,25-34
828,Standard,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV,1 Month,25-34
829,Standard,10,1/9/22,29-06-23,Spain,31,Male,Tablet,1 Month,25-34
830,Basic,13,2/9/22,3/7/23,Italy,30,Female,Smartphone,1 Month,25-34
831,Premium,10,2/9/22,29-06-23,Spain,35,Male,Smartphone,1 Month,25-34
832,Standard,14,15-09-22,2/7/23,Spain,40,Female,Tablet,1 Month,35-44
833,Basic,13,17-09-22,29-06-23,United States,29,Male,Smartphone,1 Month,25-34
834,Standard,14,26-09-22,3/7/23,Canada,34,Female,Smart TV,1 Month,25-34
835,Premium,12,27-09-22,29-06-23,United States,31,Male,Laptop,1 Month,25-34
836,Basic,15,4/10/22,1/7/23,United States,28,Male,Laptop,1 Month,25-34
837,Premium,12,6/10/22,29-06-23,Canada,46,Female,Smart TV,1 Month,45+
838,Standard,11,7/10/22,2/7/23,United Kingdom,38,Male,Smartphone,1 Month,35-44
839,Basic,13,6/10/22,30-06-23,Australia,35,Female,Laptop,1 Month,25-34
840,Standard,15,7/10/22,3/7/23,Germany,49,Male,Smartphone,1 Month,45+
841,Premium,13,6/10/22,29-06-23,France,42,Male,Smartphone,1 Month,35-44
842,Basic,14,6/10/22,2/7/23,Brazil,37,Female,Laptop,1 Month,35-44
843,Standard,13,4/10/22,1/7/23,Mexico,39,Female,Smartphone,1 Month,35-44
844,Premium,10,14-10-22,2/7/23,Spain,47,Female,Smart TV,1 Month,45+
845,Basic,12,19-10-22,29-06-23,Italy,49,Male,Smartphone,1 Month,45+
846,Premium,12,21-10-22,1/7/23,Spain,35,Male,Laptop,1 Month,25-34
847,Basic,11,28-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month,35-44
848,Standard,11,1/11/22,2/7/23,United States,40,Male,Tablet,1 Month,35-44
849,Standard,10,12/11/22,29-06-23,Canada,30,Female,Smart TV,1 Month,25-34
850,Basic,13,13-11-22,30-06-23,United States,51,Female,Smart TV,1 Month,45+
851,Premium,15,9/11/22,30-06-23,United States,47,Male,Laptop,1 Month,45+
852,Basic,12,8/11/22,1/7/23,Canada,47,Female,Laptop,1 Month,45+
853,Standard,14,6/11/22,30-06-23,United Kingdom,39,Male,Tablet,1 Month,35-44
854,Premium,10,7/11/22,30-06-23,Australia,49,Male,Smart TV,1 Month,45+
855,Basic,12,2/11/22,1/7/23,Germany,33,Male,Laptop,1 Month,25-34
856,Premium,10,6/10/22,30-06-23,France,32,Female,Smart TV,1 Month,25-34
857,Basic,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone,1 Month,35-44
858,Standard,14,10/9/22,30-06-23,Mexico,40,Female,Laptop,1 Month,35-44
859,Standard,12,4/9/22,30-06-23,Spain,51,Female,Tablet,1 Month,45+
860,Basic,13,26-08-22,1/7/23,Italy,50,Male,Smart TV,1 Month,45+
861,Premium,14,14-08-22,1/7/23,Spain,50,Female,Smart TV,1 Month,45+
862,Basic,14,12/8/22,1/7/23,Spain,47,Male,Smartphone,1 Month,45+
863,Standard,12,10/8/22,30-06-23,United States,35,Male,Laptop,1 Month,25-34
864,Premium,11,10/8/22,1/7/23,Canada,31,Male,Tablet,1 Month,25-34
865,Basic,15,4/8/22,1/7/23,United States,36,Male,Smartphone,1 Month,35-44
866,Premium,10,5/8/22,1/7/23,United States,41,Female,Smart TV,1 Month,35-44
867,Basic,13,17-07-22,30-06-23,Canada,49,Female,Tablet,1 Month,45+
868,Standard,12,16-07-22,1/7/23,United Kingdom,34,Female,Tablet,1 Month,25-34
869,Standard,15,13-07-22,1/7/23,Australia,30,Female,Tablet,1 Month,25-34
870,Basic,13,3/7/22,2/7/23,Germany,38,Male,Laptop,1 Month,35-44
871,Premium,11,24-06-22,29-06-23,France,45,Male,Tablet,1 Month,35-44
872,Basic,14,21-06-22,1/7/23,Brazil,42,Female,Laptop,1 Month,35-44
873,Standard,10,22-06-22,1/7/23,Mexico,42,Female,Smart TV,1 Month,35-44
874,Premium,10,23-06-22,2/7/23,Spain,31,Male,Smart TV,1 Month,25-34
875,Basic,14,26-06-22,29-06-23,Italy,28,Male,Smart TV,1 Month,25-34
876,Premium,11,27-06-22,30-06-23,Spain,44,Male,Tablet,1 Month,35-44
877,Basic,13,28-06-22,1/7/23,Spain,30,Male,Smart TV,1 Month,25-34
878,Standard,13,28-06-22,2/7/23,United States,33,Male,Smartphone,1 Month,25-34
879,Standard,12,18-06-22,29-06-23,Canada,42,Female,Tablet,1 Month,35-44
880,Basic,11,11/6/22,30-06-23,United States,31,Male,Smart TV,1 Month,25-34
881,Premium,11,11/6/22,1/7/23,United States,31,Female,Smartphone,1 Month,25-34
882,Basic,13,12/6/22,1/7/23,Canada,46,Female,Smart TV,1 Month,45+
883,Standard,15,13-06-22,29-06-23,United Kingdom,28,Female,Tablet,1 Month,25-34
884,Premium,11,13-06-22,29-06-23,Australia,50,Male,Tablet,1 Month,45+
885,Basic,11,18-06-22,2/7/23,Germany,34,Male,Tablet,1 Month,25-34
886,Premium,15,23-06-22,30-06-23,France,45,Female,Smart TV,1 Month,35-44
887,Basic,12,26-06-22,30-06-23,Brazil,38,Female,Laptop,1 Month,35-44
888,Standard,13,29-06-22,29-06-23,Mexico,42,Female,Laptop,1 Month,35-44
889,Standard,10,2/7/22,1/7/23,Spain,45,Female,Smartphone,1 Month,35-44
890,Basic,10,6/7/22,30-06-23,Italy,44,Male,Smart TV,1 Month,35-44
891,Premium,14,18-07-22,30-06-23,Spain,50,Female,Smart TV,1 Month,45+
892,Basic,15,29-07-22,30-06-23,Spain,38,Male,Tablet,1 Month,35-44
893,Standard,13,30-07-22,1/7/23,United States,42,Female,Smart TV,1 Month,35-44
894,Premium,13,3/8/22,1/7/23,Canada,50,Male,Smart TV,1 Month,45+
895,Basic,10,15-08-22,30-06-23,United States,30,Male,Smartphone,1 Month,25-34
896,Basic,10,20-08-22,1/7/23,United States,47,Female,Smartphone,1 Month,45+
897,Basic,14,21-08-22,30-06-23,Canada,32,Female,Laptop,1 Month,25-34
898,Standard,11,30-08-22,2/7/23,United Kingdom,31,Female,Tablet,1 Month,25-34
899,Premium,15,1/9/22,29-06-23,Australia,37,Male,Laptop,1 Month,35-44
900,Basic,14,2/9/22,3/7/23,Germany,32,Female,Smartphone,1 Month,25-34
901,Basic,12,4/9/22,30-06-23,France,29,Male,Smartphone,1 Month,25-34
902,Premium,12,10/9/22,2/7/23,Brazil,28,Male,Tablet,1 Month,25-34
903,Standard,11,25-09-22,29-06-23,Mexico,42,Male,Laptop,1 Month,35-44
904,Standard,12,27-09-22,3/7/23,Spain,37,Male,Tablet,1 Month,35-44
905,Basic,13,1/10/22,30-06-23,Italy,38,Female,Laptop,1 Month,35-44
906,Premium,13,6/10/22,2/7/23,Spain,32,Male,Smart TV,1 Month,25-34
907,Standard,15,7/10/22,30-06-23,Spain,48,Male,Laptop,1 Month,45+
908,Basic,13,8/10/22,3/7/23,United States,46,Female,Smart TV,1 Month,45+
909,Standard,14,8/10/22,1/7/23,Canada,30,Male,Tablet,1 Month,25-34
910,Premium,10,8/10/22,3/7/23,United States,40,Female,Smart TV,1 Month,35-44
911,Basic,13,8/10/22,29-06-23,United States,29,Male,Smart TV,1 Month,25-34
912,Premium,15,8/10/22,2/7/23,Canada,41,Male,Tablet,1 Month,35-44
913,Standard,15,10/10/22,1/7/23,United Kingdom,32,Male,Laptop,1 Month,25-34
914,Basic,12,19-10-22,2/7/23,Australia,44,Female,Smart TV,1 Month,35-44
915,Standard,15,20-10-22,29-06-23,Germany,41,Male,Laptop,1 Month,35-44
916,Premium,12,26-10-22,1/7/23,France,50,Female,Smartphone,1 Month,45+
917,Basic,14,29-10-22,30-06-23,Brazil,33,Female,Tablet,1 Month,25-34
918,Standard,10,31-10-22,2/7/23,Mexico,34,Female,Smart TV,1 Month,25-34
919,Premium,15,11/11/22,29-06-23,Spain,40,Male,Smartphone,1 Month,35-44
920,Basic,14,9/11/22,1/7/23,Italy,34,Female,Tablet,1 Month,25-34
921,Premium,14,9/11/22,1/7/23,Spain,27,Female,Smart TV,1 Month,25-34
922,Basic,13,7/11/22,1/7/23,Spain,34,Male,Tablet,1 Month,25-34
923,Standard,13,8/11/22,30-06-23,United States,28,Male,Tablet,1 Month,25-34
924,Standard,14,5/11/22,1/7/23,Canada,37,Female,Smart TV,1 Month,35-44
925,Basic,10,25-10-22,1/7/23,United States,27,Female,Laptop,1 Month,25-34
926,Premium,13,23-10-22,2/7/23,United States,33,Female,Laptop,1 Month,25-34
927,Basic,11,20-10-22,2/7/23,Canada,42,Male,Laptop,1 Month,35-44
928,Standard,11,14-10-22,1/7/23,United Kingdom,49,Male,Smartphone,1 Month,45+
929,Premium,13,29-08-22,30-06-23,Australia,44,Male,Smart TV,1 Month,35-44
930,Basic,10,18-08-22,1/7/23,Germany,47,Male,Laptop,1 Month,45+
931,Premium,13,13-08-22,2/7/23,France,33,Male,Laptop,1 Month,25-34
932,Basic,11,11/8/22,2/7/23,Brazil,37,Male,Smart TV,1 Month,35-44
933,Standard,10,11/8/22,1/7/23,Mexico,35,Male,Laptop,1 Month,25-34
934,Standard,11,6/8/22,1/7/23,Spain,34,Female,Smartphone,1 Month,25-34
935,Basic,10,7/8/22,2/7/23,Italy,44,Male,Smartphone,1 Month,35-44
936,Premium,15,18-07-22,2/7/23,Spain,29,Male,Tablet,1 Month,25-34
937,Basic,10,17-07-22,30-06-23,Spain,38,Male,Smartphone,1 Month,35-44
938,Standard,14,15-07-22,2/7/23,United States,46,Male,Smart TV,1 Month,45+
939,Premium,10,14-07-22,2/7/23,Canada,29,Male,Tablet,1 Month,25-34
940,Basic,12,26-06-22,3/7/23,United States,48,Female,Smart TV,1 Month,45+
941,Premium,10,26-06-22,29-06-23,United States,36,Male,Smart TV,1 Month,35-44
942,Basic,12,22-06-22,1/7/23,Canada,43,Male,Laptop,1 Month,35-44
943,Standard,15,23-06-22,1/7/23,United Kingdom,42,Female,Smart TV,1 Month,35-44
944,Standard,10,24-06-22,2/7/23,Australia,50,Male,Tablet,1 Month,45+
